title;ref;price
Продам 3-комн м. Студенческая Салтовка 522 м/р !;https://www.olx.ua/obyavlenie/prodam-3-komn-m-studencheskaya-saltovka-522-m-r-IDL6ayB.html#5d52eeca0f;1 212 077 грн.
Продам 1-комн. квартиру новострой Салтовка м.Академика Павлова!;https://www.olx.ua/obyavlenie/prodam-1-komn-kvartiru-novostroy-saltovka-m-akademika-pavlova-IDL6l9R.html#5d52eeca0f;495 850 грн.
Продам свою 5-ти комнатную квартиру;"https://www.olx.ua/obyavlenie/prodam-svoyu-5-ti-komnatnuyu-kvartiru-IDEKuiM.html#5d52eeca0f;promoted";4 132 080 грн.
Сдается 3-х ком. квартира м. Студенческая, ул. Валентиновская 22;"https://www.olx.ua/obyavlenie/sdaetsya-3-h-kom-kvartira-m-studencheskaya-ul-valentinovskaya-22-IDH3SgJ.html#5d52eeca0f;promoted";12 500 грн.
Сдам свою смарт квартиру.;https://www.olx.ua/obyavlenie/sdam-svoyu-smart-kvartiru-IDL7mI3.html#5d52eeca0f;5 500 грн.
Продам 3к квартиру м. Госпром , Проспект Незалежности 7;"https://www.olx.ua/obyavlenie/prodam-3k-kvartiru-m-gosprom-prospekt-nezalezhnosti-7-IDKRiHz.html#5d52eeca0f;promoted";3 718 872 грн.
Продам свою гостинку c ремонтом и мебелью в центре города;"https://www.olx.ua/obyavlenie/prodam-svoyu-gostinku-c-remontom-i-mebelyu-v-tsentre-goroda-IDLuy3f.html#5d52eeca0f;promoted";964 124 грн.
Сдам квартиру в 15 минутах ходьбы от Метро Барабашово;https://www.olx.ua/obyavlenie/sdam-kvartiru-v-15-minutah-hodby-ot-metro-barabashovo-IDL6kSw.html#5d52eeca0f;5 500 грн.
Сдам 3-х комнатную квартиру в ЖК Ультра;"https://www.olx.ua/obyavlenie/sdam-3-h-komnatnuyu-kvartiru-v-zhk-ultra-IDLgCdL.html#5d52eeca0f;promoted";30 302 грн.
Супер вариант!! Продам 3-ком. кв в 626 м/р;https://www.olx.ua/obyavlenie/super-variant-prodam-3-kom-kv-v-626-m-r-IDL57Hx.html#5d52eeca0f;1 234 115 грн.
Сдам свою 1к. квартиру-студию на Залютино;"https://www.olx.ua/obyavlenie/sdam-svoyu-1k-kvartiru-studiyu-na-zalyutino-IDLiYFx.html#5d52eeca0f;promoted";8 000 грн.
ТЕРМІНОВО - Квартира 87 кв.м. проспект Гагаріна 41/2;"https://www.olx.ua/obyavlenie/termnovo-kvartira-87-kv-m-prospekt-gagarna-41-2-IDLmOtj.html#5d52eeca0f;promoted";2 341 512 грн.
Продам квартиру Рогань 2комнатную,16/3;https://www.olx.ua/obyavlenie/prodam-kvartiru-rogan-2komnatnuyu-16-3-IDL7VGa.html#5d52eeca0f;964 152 грн.
Сдам 1к квартиру в ЖК Мира 2 метро Тракторный завод;https://www.olx.ua/obyavlenie/sdam-1k-kvartiru-v-zhk-mira-2-metro-traktornyy-zavod-IDKQEaI.html#5d52eeca0f;11 019 грн.
Сдам квартиру 3 комнатную центр Балаклеи;https://www.olx.ua/obyavlenie/sdam-kvartiru-3-komnatnuyu-tsentr-balaklei-IDLvSXw.html#5d52eeca0f;3 000 грн.
Своя!, Центр м.Научная,Клочковская 191а, Одна спальня!;https://www.olx.ua/obyavlenie/svoya-tsentr-m-nauchnaya-klochkovskaya-191a-odna-spalnya-IDFJC0G.html#5d52eeca0f;2 066 040 грн.
Аренда 1 комнатной метро индустриальная 5 минут;https://www.olx.ua/obyavlenie/arenda-1-komnatnoy-metro-industrialnaya-5-minut-IDLzfH6.html#5d52eeca0f;5 500 грн.
Сдам комнату на кругу 34 тролейбуса 7 минут метро студенческая;https://www.olx.ua/obyavlenie/sdam-komnatu-na-krugu-34-troleybusa-7-minut-metro-studencheskaya-IDLrvBb.html#5d52eeca0f;2 000 грн.
Без Комиссии! Панорамная 3ккв ЖК Кристал, 93м2;"https://www.olx.ua/obyavlenie/bez-komissii-panoramnaya-3kkv-zhk-kristal-93m2-IDKLB9G.html#5d52eeca0f;promoted";2 341 512 грн.
Срочно сдам 1 кв. Салт. Шоссе Класс 4500+ св.;https://www.olx.ua/obyavlenie/srochno-sdam-1-kv-salt-shosse-klass-4500-sv-IDLzfGo.html#5d52eeca0f;4 500 грн.
Однокомнатная квартира на ХТЗ;"https://www.olx.ua/obyavlenie/odnokomnatnaya-kvartira-na-htz-IDLpn69.html#5d52eeca0f;promoted";690 000 грн.
Квартира ЖК Времена года ,ул.Дача 55 д.11;"https://www.olx.ua/obyavlenie/kvartira-zhk-vremena-goda-ul-dacha-55-d-11-IDIEfU4.html#5d52eeca0f;promoted";2 176 229 грн.
Продам 1 КВ на Алексеевке;https://www.olx.ua/obyavlenie/prodam-1-kv-na-alekseevke-IDLzfoZ.html#5d52eeca0f;771 322 грн.
1к 38м СКАЗКА 18 дом, ВИДОВАЯ Собственник ВИДЕО (сотрудничаю);"https://www.olx.ua/obyavlenie/1k-38m-skazka-18-dom-vidovaya-sobstvennik-video-sotrudnichayu-IDLpqL5.html#5d52eeca0f;promoted";677 634 грн.
Сдам (собственник) 2-к квартиру в Центре м. Держпром (Университет);"https://www.olx.ua/obyavlenie/sdam-sobstvennik-2-k-kvartiru-v-tsentre-m-derzhprom-universitet-IDLvRjX.html#5d52eeca0f;promoted";11 019 грн.
Сдам гостинку;https://www.olx.ua/obyavlenie/sdam-gostinku-IDK5a4M.html#5d52eeca0f;5 600 грн.
Сдам 1 к кв с капремонтом, метро Студенческая Салтовка, 608м/р;https://www.olx.ua/obyavlenie/sdam-1-k-kv-s-kapremontom-metro-studencheskaya-saltovka-608m-r-IDJjD1x.html#5d52eeca0f;7 500 грн.
Продаю свободную 1кв. 3\5кир.33\18,7\6,7.3мин.м.Армейская;"https://www.olx.ua/obyavlenie/prodayu-svobodnuyu-1kv-3-5kir-33-18-7-6-7-3min-m-armeyskaya-IDLjkMQ.html#5d52eeca0f;promoted";743 774 грн.
Сдам реальную 2 к кв. на Новых домах. Коммунальный рынок.;https://www.olx.ua/obyavlenie/sdam-realnuyu-2-k-kv-na-novyh-domah-kommunalnyy-rynok-IDK745e.html#5d52eeca0f;5 800 грн.
Продажа от СОБСТВЕННИКА! Послешние квартиры уже в жилом доме!;"https://www.olx.ua/obyavlenie/prodazha-ot-sobstvennika-posleshnie-kvartiry-uzhe-v-zhilom-dome-IDI6Hl7.html#5d52eeca0f;promoted";385 661 грн.
НЕ АГЕНСТВО.ЖК ПТИЧКА ДОМ 3-Б .Лучшая цена.Дешевле нет.Хор.планировка.;https://www.olx.ua/obyavlenie/ne-agenstvo-zhk-ptichka-dom-3-b-luchshaya-tsena-deshevle-net-hor-planirovka-IDFjTFa.html#5d52eeca0f;840 190 грн.
Квартира Н. дома;"https://www.olx.ua/obyavlenie/kvartira-n-doma-IDKIq9W.html#5d52eeca0f;promoted";2 066 040 грн.
1 квартира 23 м Салтовка м. Студенческая Барабашова;"https://www.olx.ua/obyavlenie/1-kvartira-23-m-saltovka-m-studencheskaya-barabashova-IDJz7ey.html#5d52eeca0f;promoted";5 500 грн.
Сдам или продам;https://www.olx.ua/obyavlenie/sdam-ili-prodam-IDDFyaF.html#5d52eeca0f;16 000 грн.
Продам 3-х комнатную квартиру, ЖК Ньютона;"https://www.olx.ua/obyavlenie/prodam-3-h-komnatnuyu-kvartiru-zhk-nyutona-IDLu0qZ.html#5d52eeca0f;promoted";2 396 606 грн.
"ЖК ""Воробьёвы горы"" метро ""Защитников Украины""";"https://www.olx.ua/obyavlenie/zhk-vorobevy-gory-metro-zaschitnikov-ukrainy-IDKQBaY.html#5d52eeca0f;promoted";455 906 грн.
КОМИССИЯ 0%.ЖК ПТИЧКА Дом 4А СДАН.Лучшая цена.35м2.Кухня 8м2.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-ptichka-dom-4a-sdan-luchshaya-tsena-35m2-kuhnya-8m2-torg-IDK54ei.html#5d52eeca0f;550 944 грн.
"Сдам 2-х квартиру возле метро ""Научная""";"https://www.olx.ua/obyavlenie/sdam-2-h-kvartiru-vozle-metro-nauchnaya-IDLxKtZ.html#cd7c710c81;promoted";12 500 грн.
Сорви джекпот! Купи квартиру на Залесской! Новострой, ремонт, 75 м.кв.;"https://www.olx.ua/obyavlenie/sorvi-dzhekpot-kupi-kvartiru-na-zalesskoy-novostroy-remont-75-m-kv-IDLawGo.html#cd7c710c81;promoted";2 176 229 грн.
Продам двухуровневую квартиру 31 м2 , бул. Профсоюзный! Холодная Гора.;"https://www.olx.ua/obyavlenie/prodam-dvuhurovnevuyu-kvartiru-31-m2-bul-profsoyuznyy-holodnaya-gora-IDLpk0y.html#cd7c710c81;promoted";371 887 грн.
Срочно! Продам 3х ком. квартиру с кап.ремонтом, Салтовка 533 м/р;"https://www.olx.ua/obyavlenie/srochno-prodam-3h-kom-kvartiru-s-kap-remontom-saltovka-533-m-r-IDLp3Mi.html#cd7c710c81;promoted";1 446 228 грн.
Без комиссии!Квартира 72м2 всего 35000$ЖК Парковый Квартал;"https://www.olx.ua/obyavlenie/bez-komissii-kvartira-72m2-vsego-35000-zhk-parkovyy-kvartal-IDLlArA.html#cd7c710c81;promoted";964 152 грн.
Продам 3-х комнатную квартиру, ЖК Ньютона;"https://www.olx.ua/obyavlenie/prodam-3-h-komnatnuyu-kvartiru-zhk-nyutona-IDLu0qZ.html#cd7c710c81;promoted";2 396 606 грн.
"ЖК ""Воробьёвы горы"" метро ""Защитников Украины""";"https://www.olx.ua/obyavlenie/zhk-vorobevy-gory-metro-zaschitnikov-ukrainy-IDKQBaY.html#cd7c710c81;promoted";455 906 грн.
КОМИССИЯ 0%.ЖК ПТИЧКА Дом 4А СДАН.Лучшая цена.35м2.Кухня 8м2.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-ptichka-dom-4a-sdan-luchshaya-tsena-35m2-kuhnya-8m2-torg-IDK54ei.html#cd7c710c81;550 944 грн.
КОМИССИЯ 0%.ЖК Птичка ДОМ 3Б.Самая выгодная цена.Хороший этаж.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-ptichka-dom-3b-samaya-vygodnaya-tsena-horoshiy-etazh-torg-IDLacel.html#cd7c710c81;840 190 грн.
КОМИССИЯ 0%.ЖК СКАЗКА Дом 4А СДАН.Лучшая цена.Площадь.Планировка.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-skazka-dom-4a-sdan-luchshaya-tsena-ploschad-planirovka-torg-IDLwsTb.html#cd7c710c81;771 322 грн.
БЕЗ КОМИССИИ 0%.ЖК Левада-2 Дом №-5А.Лучшая цена.ТОРГ;https://www.olx.ua/obyavlenie/bez-komissii-0-zhk-levada-2-dom-5a-luchshaya-tsena-torg-IDK0xwS.html#cd7c710c81;991 699 грн.
КОМИССИЯ-0%.ЖК ЛЕВАДА-2 Дом 5А.Самая удачная планировка 53м2.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-levada-2-dom-5a-samaya-udachnaya-planirovka-53m2-torg-IDL9Ckw.html#cd7c710c81;1 170 756 грн.
БЕЗ КОМИССИИ 0%.ЖК Сказка.Дом 8.Метро Холодная гора.Хорошая цена.ТОРГ;https://www.olx.ua/obyavlenie/bez-komissii-0-zhk-skazka-dom-8-metro-holodnaya-gora-horoshaya-tsena-torg-IDKNFi5.html#cd7c710c81;1 005 473 грн.
БЕЗ КОМИССИИ-0%.ЖК Победы 2.Дешевле НЕТ и не ищите 1-ком.41м2.ТОРГ;https://www.olx.ua/obyavlenie/bez-komissii-0-zhk-pobedy-2-deshevle-net-i-ne-ischite-1-kom-41m2-torg-IDKD9Ho.html#cd7c710c81;840 190 грн.
КОМИССИЯ-0%.ЖК ГИДРОПАРК 1 ком квартира S=40м2 Дом 8Б.ТОРГ;https://www.olx.ua/obyavlenie/komissiya-0-zhk-gidropark-1-kom-kvartira-s40m2-dom-8b-torg-IDLwsR7.html#cd7c710c81;567 472 грн.
Сдам свою гостинку;"https://www.olx.ua/obyavlenie/sdam-svoyu-gostinku-IDJ2AyO.html#cd7c710c81;promoted";6 887 грн.
Новое предложение 1 комнатная квартира  в центре Залютино;"https://www.olx.ua/obyavlenie/novoe-predlozhenie-1-komnatnaya-kvartira-v-tsentre-zalyutino-IDLvf0v.html#cd7c710c81;promoted";515 133 грн.
Двухкомнатная квартира на Гарибальди;https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-na-garibaldi-IDLzedc.html#cd7c710c81;8 000 грн.
2 комнатная квартира в высотке с кап.ремонтом метро Холодная гора;https://www.olx.ua/obyavlenie/2-komnatnaya-kvartira-v-vysotke-s-kap-remontom-metro-holodnaya-gora-IDLqzaU.html#cd7c710c81;1 432 454 грн.
Гостинка на Механизаторской;https://www.olx.ua/obyavlenie/gostinka-na-mehanizatorskoy-IDLze1j.html#cd7c710c81;2 700 грн.
Однокомнатная квартира ЖК Дом на сумской без комиссии ,W N;https://www.olx.ua/obyavlenie/odnokomnatnaya-kvartira-zhk-dom-na-sumskoy-bez-komissii-w-n-IDLruoG.html#cd7c710c81;2 934 438 грн.
Двухкомнатная  квартира ЖК Левада,W N;https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-zhk-levada-w-n-IDLrume.html#cd7c710c81;1 294 718 грн.
Сдам 3-х комнатную, Северная салтовка-1;https://www.olx.ua/obyavlenie/sdam-3-h-komnatnuyu-severnaya-saltovka-1-IDLzdPC.html#cd7c710c81;7 500 грн.
Продам 3 Х комнатную квартиру пр Архитектора Алешина 12 двусторонняя;https://www.olx.ua/obyavlenie/prodam-3-h-komnatnuyu-kvartiru-pr-arhitektora-aleshina-12-dvustoronnyaya-IDKyCnh.html#cd7c710c81;991 699 грн.
Продам двухкомнатную квартиру.;https://www.olx.ua/obyavlenie/prodam-dvuhkomnatnuyu-kvartiru-IDJIpD6.html#cd7c710c81;964 152 грн.
Продам двухкомнатную квартиру без комисси АН, ЖК Дом на Сумской,W N;https://www.olx.ua/obyavlenie/prodam-dvuhkomnatnuyu-kvartiru-bez-komissi-an-zhk-dom-na-sumskoy-w-n-IDLruiL.html#cd7c710c81;4 395 707 грн.
Аренда 1 комнатная Гагарина пер Биологический Одесская z1(10);https://www.olx.ua/obyavlenie/arenda-1-komnatnaya-gagarina-per-biologicheskiy-odesskaya-z110-IDKImaL.html#cd7c710c81;4 900 грн.
Трехкомнатная  квартира ЖК  Дом на сумской,БЕЗ Комисси W N;https://www.olx.ua/obyavlenie/trehkomnatnaya-kvartira-zhk-dom-na-sumskoy-bez-komissi-w-n-IDLrugD.html#cd7c710c81;6 162 419 грн.
В продаже 4к.кв в Новострое возле выхода метро Победа LS1;https://www.olx.ua/obyavlenie/v-prodazhe-4k-kv-v-novostroe-vozle-vyhoda-metro-pobeda-ls1-IDIXPsg.html#cd7c710c81;4 269 816 грн.
Продам смарт-квартиру ЮЖД..LS-3.;https://www.olx.ua/obyavlenie/prodam-smart-kvartiru-yuzhd-ls-3-IDLrucW.html#cd7c710c81;396 680 грн.
1к квартира метро Московский район Салтовка 601-й мкр z1(12);https://www.olx.ua/obyavlenie/1k-kvartira-metro-moskovskiy-rayon-saltovka-601-y-mkr-z112-IDLru8P.html#cd7c710c81;6 500 грн.
Продам 2 комнатную квартиру 59м2.ЖК Архитекторов S;https://www.olx.ua/obyavlenie/prodam-2-komnatnuyu-kvartiru-59m2-zhk-arhitektorov-s-IDLru7D.html#cd7c710c81;1 239 624 грн.
В продаже однокомнатная квартира ЖК Птичка Без комиссии АН, W N;https://www.olx.ua/obyavlenie/v-prodazhe-odnokomnatnaya-kvartira-zhk-ptichka-bez-komissii-an-w-n-IDLrtZC.html#cd7c710c81;588 000 грн.
Продам 2х-комнатную квартиру в ЖК Мира-3. z1 (7);https://www.olx.ua/obyavlenie/prodam-2h-komnatnuyu-kvartiru-v-zhk-mira-3-z1-7-IDJVA1r.html#cd7c710c81;743 774 грн.
Продам 1-комнатную квартиру в ЖК Мира-3, 35 м2. z1 (7);https://www.olx.ua/obyavlenie/prodam-1-komnatnuyu-kvartiru-v-zhk-mira-3-35-m2-z1-7-IDJfrvc.html#cd7c710c81;625 321 грн.
Продам отличную 3 к.кв. в 520 м/р,по ул. Гв. Широнинцев AN;https://www.olx.ua/obyavlenie/prodam-otlichnuyu-3-k-kv-v-520-m-r-po-ul-gv-shironintsev-an-IDLws3w.html#cd7c710c81;1 597 738 грн.
Однокомнатная кварртира Жк Птичка, без комисси АН 0%, W N;https://www.olx.ua/obyavlenie/odnokomnatnaya-kvarrtira-zhk-ptichka-bez-komissi-an-0-w-n-IDLrtV1.html#cd7c710c81;644 000 грн.
"Собственник! Продам 3 комнатную квартиру мет""Победа"" без посредников!";https://www.olx.ua/obyavlenie/sobstvennik-prodam-3-komnatnuyu-kvartiru-met-pobeda-bez-posrednikov-IDLzdp9.html#cd7c710c81;1 539 888 грн.
Продам двухкомнатную квартиру  ЖК Шекспира , W N;https://www.olx.ua/obyavlenie/prodam-dvuhkomnatnuyu-kvartiru-zhk-shekspira-w-n-IDLrtPL.html#cd7c710c81;1 466 888 грн.
Сдам 1 ком квартиру рядом со школой Бойко и парком Горького,Сокольники;"https://www.olx.ua/obyavlenie/sdam-1-kom-kvartiru-ryadom-so-shkoloy-boyko-i-parkom-gorkogo-sokolniki-IDKR4Iu.html#cd7c710c81;promoted";15 151 грн.
Продам 2х-комнатную квартиру Н.Дома, ул. Рыбалко. z1 (7);https://www.olx.ua/obyavlenie/prodam-2h-komnatnuyu-kvartiru-n-doma-ul-rybalko-z1-7-IDKE9EK.html#cd7c710c81;961 397 грн.
Продам 1-комнатную квартиру в ЖК Мира. z1 (7);https://www.olx.ua/obyavlenie/prodam-1-komnatnuyu-kvartiru-v-zhk-mira-z1-7-IDKEbuz.html#cd7c710c81;619 812 грн.
Двухкомнатная квартира ЖК Шекспира, W N;https://www.olx.ua/obyavlenie/dvuhkomnatnaya-kvartira-zhk-shekspira-w-n-IDLrtLi.html#cd7c710c81;1 512 341 грн.
Сдам 3-к. квартиру в новострое ЖК Ультра, Ботанический сад, Центр;https://www.olx.ua/obyavlenie/sdam-3-k-kvartiru-v-novostroe-zhk-ultra-botanicheskiy-sad-tsentr-IDKnFLj.html#cd7c710c81;30 302 грн.
Продам двухкомнатную гостинку S=36.1м2 пер. 23 Августа Павлово поле.L;"https://www.olx.ua/obyavlenie/prodam-dvuhkomnatnuyu-gostinku-s36-1m2-per-23-avgusta-pavlovo-pole-l-IDLyEnO.html#bd030b9bcb;promoted";495 850 грн.
Сдам, 1к, Павлово поле, метро 23августа 5 мин.;"https://www.olx.ua/obyavlenie/sdam-1k-pavlovo-pole-metro-23avgusta-5-min-IDLutNO.html#bd030b9bcb;promoted";7 000 грн.
1комн. р-н Алексеевка, ЖК Победы 2, пр. Победы 86, 100022;"https://www.olx.ua/obyavlenie/1komn-r-n-alekseevka-zhk-pobedy-2-pr-pobedy-86-100022-IDLu6pz.html#bd030b9bcb;promoted";776 831 грн.
Сдам 3к кв на Салтовка Героев труда Новострой;"https://www.olx.ua/obyavlenie/sdam-3k-kv-na-saltovka-geroev-truda-novostroy-IDLsWow.html#bd030b9bcb;promoted";14 000 грн.
Продам СВОЮ 1-к.кв. ЖК Меридиан 13/19эт.(Свеча с широкими окнами);"https://www.olx.ua/obyavlenie/prodam-svoyu-1-k-kv-zhk-meridian-13-19et-svecha-s-shirokimi-oknami-IDLmPly.html#bd030b9bcb;promoted";779 586 грн.
"Продам 2к. квартиру с евро-ремонтом новострой ЖК ""Оптима""м. Бот. Сад";https://www.olx.ua/obyavlenie/prodam-2k-kvartiru-s-evro-remontom-novostroy-zhk-optima-m-bot-sad-IDL1tGu.html#bd030b9bcb;3 718 872 грн.
Продам 2кв.Новострой. мктро Алексеевская. LS-3.;https://www.olx.ua/obyavlenie/prodam-2kv-novostroy-mktro-alekseevskaya-ls-3-IDKIFak.html#bd030b9bcb;1 804 342 грн.
ЖК Мира-3! Отличная цена! Продам 2 комнатную 67м квартиру+;https://www.olx.ua/obyavlenie/zhk-mira-3-otlichnaya-tsena-prodam-2-komnatnuyu-67m-kvartiru-IDLzde8.html#bd030b9bcb;964 152 грн.
Продам 2 ком квартиру Павлово поле к/р Довженко D2T;https://www.olx.ua/obyavlenie/prodam-2-kom-kvartiru-pavlovo-pole-k-r-dovzhenko-d2t-IDLrtEJ.html#bd030b9bcb;1 046 794 грн.
Продам 2кв. 13/16, Алексеевка, метро Победа.LS-3.;https://www.olx.ua/obyavlenie/prodam-2kv-13-16-alekseevka-metro-pobeda-ls-3-IDK6APB.html#bd030b9bcb;1 247 888 грн.
ЖК Левада-1 Реальная 2К Квартира 58м2 Дом СДАН! Рядом Центр OY;https://www.olx.ua/obyavlenie/zhk-levada-1-realnaya-2k-kvartira-58m2-dom-sdan-ryadom-tsentr-oy-IDLzd9A.html#bd030b9bcb;1 294 718 грн.
Новинка! Продам 4кв., Алексеевка, метро Победа.LS-3.;https://www.olx.ua/obyavlenie/novinka-prodam-4kv-alekseevka-metro-pobeda-ls-3-IDJaK1H.html#bd030b9bcb;1 597 738 грн.
Продам 1кв. 11/12, Алексеевка, метро Победа.LS-3.;https://www.olx.ua/obyavlenie/prodam-1kv-11-12-alekseevka-metro-pobeda-ls-3-IDK57mt.html#bd030b9bcb;826 416 грн.
Продам 1 ком квартиру ЖК Семинарский LS1;https://www.olx.ua/obyavlenie/prodam-1-kom-kvartiru-zhk-seminarskiy-ls1-IDL3Ge8.html#bd030b9bcb;592 265 грн.
Продам 1кв., новострой - ЖК Победы , на Алексеевке, метро.LS-3;https://www.olx.ua/obyavlenie/prodam-1kv-novostroy-zhk-pobedy-na-alekseevke-metro-ls-3-IDJousu.html#bd030b9bcb;826 416 грн.
ЖК Дом на Сумской! В продаже БЕЗ КОМИССИИ! 1 комнатная 55м квартира++;https://www.olx.ua/obyavlenie/zhk-dom-na-sumskoy-v-prodazhe-bez-komissii-1-komnatnaya-55m-kvartira-IDLzd4O.html#bd030b9bcb;2 756 428 грн.
Продам уютную 1-комн. кв.  р-н Павлово Поле м. 23 Августа LS-21;https://www.olx.ua/obyavlenie/prodam-uyutnuyu-1-komn-kv-r-n-pavlovo-pole-m-23-avgusta-ls-21-IDLrtvg.html#bd030b9bcb;964 152 грн.
ДОМ СДАН! ЖК Левада Реальная 1К Квартира 43м2 Новострой у Метро OY;https://www.olx.ua/obyavlenie/dom-sdan-zhk-levada-realnaya-1k-kvartira-43m2-novostroy-u-metro-oy-IDLzd3a.html#bd030b9bcb;1 377 360 грн.
Продам 3кв.,на Алексеевке, метро Победа, рн.см.Класс..LS-3;https://www.olx.ua/obyavlenie/prodam-3kv-na-alekseevke-metro-pobeda-rn-sm-klass-ls-3-IDJAj8A.html#bd030b9bcb;1 460 002 грн.
Продам 2кв. Алексеевка, метро Победа -1мин..LS-3.;https://www.olx.ua/obyavlenie/prodam-2kv-alekseevka-metro-pobeda-1min-ls-3-IDJnL64.html#bd030b9bcb;1 019 246 грн.
Продам 1кв. новострой, Алексеевка, ЖК Победа.LS-3.;https://www.olx.ua/obyavlenie/prodam-1kv-novostroy-alekseevka-zhk-pobeda-ls-3-IDKel3Q.html#bd030b9bcb;895 284 грн.
В продаже 1 ком.квар. с капремонтом в Новострое LS1;https://www.olx.ua/obyavlenie/v-prodazhe-1-kom-kvar-s-kapremontom-v-novostroe-ls1-IDL17aX.html#bd030b9bcb;922 831 грн.
Сдам 1 комн.кв Холодная гора Новострой 17мин.пешком пр.Любови Малой49;"https://www.olx.ua/obyavlenie/sdam-1-komn-kv-holodnaya-gora-novostroy-17min-peshkom-pr-lyubovi-maloy49-IDK35nZ.html#bd030b9bcb;promoted";4 500 грн.
Продам 1 квартиру в новострое ЖК Салтовский S5;https://www.olx.ua/obyavlenie/prodam-1-kvartiru-v-novostroe-zhk-saltovskiy-s5-IDIVCtH.html#bd030b9bcb;688 680 грн.
1кв. новострой, ЖК Черемушки,Алексеевка, метро Победа.LS-3.;https://www.olx.ua/obyavlenie/1kv-novostroy-zhk-cheremushki-alekseevka-metro-pobeda-ls-3-IDKIqEh.html#bd030b9bcb;1 294 718 грн.
Новинка! 1кв.9/12, Алексеевка, пр.Людвига Свободы. LS-3;https://www.olx.ua/obyavlenie/novinka-1kv-9-12-alekseevka-pr-lyudviga-svobody-ls-3-IDKLKQI.html#bd030b9bcb;1 101 888 грн.
Продам 2 комнатную квартиру на П.Поле м.23 августа 5 мин, D2T;https://www.olx.ua/obyavlenie/prodam-2-komnatnuyu-kvartiru-na-p-pole-m-23-avgusta-5-min-d2t-IDLrtq0.html#bd030b9bcb;1 404 907 грн.
Продам 2 квартиру с евроремонтом в центре по проспекту Науки S5;https://www.olx.ua/obyavlenie/prodam-2-kvartiru-s-evroremontom-v-tsentre-po-prospektu-nauki-s5-IDLrtoh.html#bd030b9bcb;1 900 757 грн.
Новострой, ЖК Победы-2, Алексеевка. LS-3.;https://www.olx.ua/obyavlenie/novostroy-zhk-pobedy-2-alekseevka-ls-3-IDKpi0Q.html#bd030b9bcb;826 416 грн.
ЖК Оазис! Продам недорого отличную 2 комнатную 61м2 квартиру+;https://www.olx.ua/obyavlenie/zhk-oazis-prodam-nedorogo-otlichnuyu-2-komnatnuyu-61m2-kvartiru-IDLzcTh.html#bd030b9bcb;1 143 209 грн.
Продам отличную 3 к.кв. в новострое на Северной-1,по ул.Др.Народов AN;https://www.olx.ua/obyavlenie/prodam-otlichnuyu-3-k-kv-v-novostroe-na-severnoy-1-po-ul-dr-narodov-an-IDLzcSa.html#bd030b9bcb;1 652 832 грн.
Продам однокомнатную квартиру ЖК Шекспира ,W N;https://www.olx.ua/obyavlenie/prodam-odnokomnatnuyu-kvartiru-zhk-shekspira-w-n-IDLrtkc.html#bd030b9bcb;1 261 662 грн.
Новинка! 3кв. Алексеевка, метро Победа. LS-3.;https://www.olx.ua/obyavlenie/novinka-3kv-alekseevka-metro-pobeda-ls-3-IDKInAo.html#bd030b9bcb;1 179 020 грн.
В продаже 1 ком кв с авторским рем. р-он П.Поле м.23Августа LS-21;https://www.olx.ua/obyavlenie/v-prodazhe-1-kom-kv-s-avtorskim-rem-r-on-p-pole-m-23avgusta-ls-21-IDLrthR.html#bd030b9bcb;1 068 831 грн.
Прдам 1кв.ЖК Алексеевские Акварели.LS-3.;https://www.olx.ua/obyavlenie/prdam-1kv-zhk-alekseevskie-akvareli-ls-3-IDLrtha.html#bd030b9bcb;771 322 грн.
Продам отличную 3 к.кв. в 531м/р, по Пр. Тракторостроителей AN;https://www.olx.ua/obyavlenie/prodam-otlichnuyu-3-k-kv-v-531m-r-po-pr-traktorostroiteley-an-IDLwrHt.html#bd030b9bcb;1 928 304 грн.
Срочно! Алексеевка ул.Целиноградская 2к.кв новострой LS-8;https://www.olx.ua/obyavlenie/srochno-alekseevka-ul-tselinogradskaya-2k-kv-novostroy-ls-8-IDL1a1j.html#bd030b9bcb;1 789 191 грн.
ЖК Дом на Сумской! БЕЗ КОМИССИИ! В продаже 3 комнатная 130м квартира++;https://www.olx.ua/obyavlenie/zhk-dom-na-sumskoy-bez-komissii-v-prodazhe-3-komnatnaya-130m-kvartira-IDLzcK3.html#bd030b9bcb;6 869 583 грн.
Продам 4кв. центр Алексеевки, пр. Людвига Свободы.LS-3.;https://www.olx.ua/obyavlenie/prodam-4kv-tsentr-alekseevki-pr-lyudviga-svobody-ls-3-IDLrt7U.html#bd030b9bcb;1 942 078 грн.
Однокомнатная квартира ЖК Гидропарк ,   W N;https://www.olx.ua/obyavlenie/odnokomnatnaya-kvartira-zhk-gidropark-w-n-IDLrt7Q.html#bd030b9bcb;688 680 грн.
